sample_name	Sample_or_Control	UCSD_split	birthplace	orig_seqrunid	date_startcollection	cohort	mouse_line	site_line	house_siteline	house_siteline_split_UCSD_Jax	house_siteline_UCSDJax	house_siteline_bcmJAX	dob	host_age	host_age_units	parity	cage	submission_date	group_study	representation	body_site	collection_method	line_site	origmouse_name	mouse_origid	estrous_stage	Prog_high	Prog_transition	Prog_mix	Estrogen_hi	esMM	esKP	esSO	tp_days	treatment	swabGBS_CFU	VTGBS_CFU	CGBS_CFU	UGBS_CFU	VS_clearD1	VS_clearD3	VS_clearD7	Uterine_clearance	toMedian1002000	study_topic	institution	vivarium	room	host_body_habitat	host_body_product	host_body_site	host_common_name	host_life_stage	host_scientific_name	CST	CST_real_33_77	CST_char	Longitudinal_basleine	GBS_study	FPVS	estrous
12502.0P02	True Sample	used	Jackson Labs	12502.0P02	10/15/19	pre2020_Updated	Conventional	Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional		8	weeks		C1	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		P02									0	Control								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					Control	none	none
12502.0P03	True Sample	used	Jackson Labs	12502.0P03	10/15/19	pre2020_Updated	Conventional	Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional		8	weeks		C1	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		P03									0	Control								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					Control	none	none
12502.0P04	True Sample	used	Jackson Labs	12502.0P04	10/15/19	pre2020_Updated	Conventional	Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional		8	weeks		C1	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		P04									0	Control								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					Control	none	none
12502.0P05	True Sample	used	Jackson Labs	12502.0P05	10/15/19	pre2020_Updated	Conventional	Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional		8	weeks		C1	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		P05									0	Control								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					Control	none	none
12502.0P06	True Sample	used	Jackson Labs	12502.0P06	10/15/19	pre2020_Updated	Conventional	Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional		8	weeks		C2	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		P06									0	Control								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					Control	none	none
12502.0P07	True Sample	used	Jackson Labs	12502.0P07	10/15/19	pre2020_Updated	Conventional	Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional		8	weeks		C2	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		P07									0	Control								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					Control	none	none
12502.0P08	True Sample	used	Jackson Labs	12502.0P08	10/15/19	pre2020_Updated	Conventional	Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional		8	weeks		C2	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		P08									0	Control								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					Control	none	none
12502.0P09	True Sample	used	Jackson Labs	12502.0P09	10/15/19	pre2020_Updated	Conventional	Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional		8	weeks		C2	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		P09									0	Control								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					Control	none	none
12502.0P10	True Sample	used	Jackson Labs	12502.0P10	10/15/19	pre2020_Updated	Conventional	Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional		8	weeks		C2	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		P10									0	Control								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					Control	none	none
12502.0T01	True Sample	used	Jackson Labs	12502.0T01	10/15/19	pre2020_Updated	Conventional	Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional		8	weeks		C3	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		T01									0	pHMO								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					pHMO	none	none
12502.0T02	True Sample	used	Jackson Labs	12502.0T02	10/15/19	pre2020_Updated	Conventional	Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional		8	weeks		C3	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		T02									0	pHMO								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					pHMO	none	none
12502.0T03	True Sample	used	Jackson Labs	12502.0T03	10/15/19	pre2020_Updated	Conventional	Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional		8	weeks		C3	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		T03									0	pHMO								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					pHMO	none	none
12502.0T04	True Sample	used	Jackson Labs	12502.0T04	10/15/19	pre2020_Updated	Conventional	Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional		8	weeks		C3	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		T04									0	pHMO								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					pHMO	none	none
12502.0T05	True Sample	used	Jackson Labs	12502.0T05	10/15/19	pre2020_Updated	Conventional	Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional		8	weeks		C3	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		T05									0	pHMO								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					pHMO	none	none
12502.0T06	True Sample	used	Jackson Labs	12502.0T06	10/15/19	pre2020_Updated	Conventional	Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional		8	weeks		C4	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		T06									0	pHMO								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					pHMO	none	none
12502.0T07	True Sample	used	Jackson Labs	12502.0T07	10/15/19	pre2020_Updated	Conventional	Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional		8	weeks		C4	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		T07									0	pHMO								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					pHMO	none	none
12502.0T08	True Sample	used	Jackson Labs	12502.0T08	10/15/19	pre2020_Updated	Conventional	Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional		8	weeks		C4	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		T08									0	pHMO								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					pHMO	none	none
12502.0T09	True Sample	used	Jackson Labs	12502.0T09	10/15/19	pre2020_Updated	Conventional	Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional		8	weeks		C4	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		T09									0	pHMO								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					pHMO	none	none
12502.0T10	True Sample	used	Jackson Labs	12502.0T10	10/15/19	pre2020_Updated	Conventional	Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional		8	weeks		C4	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		T10									0	pHMO								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					pHMO	none	none
12502.1Blank2	Control	blank	BRF-II	12502.1Blank2	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	PBS swab	PBS swab	blank_PBS swab		not applicable									not applicable	not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.2Blank2	Control	blank	BRF-II	12502.2Blank2	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	PBS swab	PBS swab	blank_PBS swab		not applicable									not applicable	not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.3Blank2	Control	blank	BRF-II	12502.3Blank2	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	PBS swab	PBS swab	blank_PBS swab		not applicable									not applicable	not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.6Blank2	Control	blank	BRF-II	12502.6Blank2	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	PBS swab	PBS swab	blank_PBS swab		not applicable									not applicable	not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.6P01	True Sample	spare	Jackson Labs	12502.6P01	10/15/19	pre2020_Updated	Conventional	Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional	AB_UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional		8	weeks		C1	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		P01									6	Control								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					Control	none	none
12502.6P02	True Sample	spare	Jackson Labs	12502.6P02	10/15/19	pre2020_Updated	Conventional	Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional	AB_UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional		8	weeks		C1	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		P02									6	Control								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					Control	none	none
12502.6P03	True Sample	spare	Jackson Labs	12502.6P03	10/15/19	pre2020_Updated	Conventional	Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional	AB_UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional		8	weeks		C1	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		P03									6	Control								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					Control	none	none
12502.6P04	True Sample	spare	Jackson Labs	12502.6P04	10/15/19	pre2020_Updated	Conventional	Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional	AB_UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional		8	weeks		C1	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		P04									6	Control								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					Control	none	none
12502.6P05	True Sample	spare	Jackson Labs	12502.6P05	10/15/19	pre2020_Updated	Conventional	Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional	AB_UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional		8	weeks		C1	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		P05									6	Control								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					Control	none	none
12502.6P06	True Sample	spare	Jackson Labs	12502.6P06	10/15/19	pre2020_Updated	Conventional	Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional	AB_UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional		8	weeks		C2	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		P06									6	Control								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					Control	none	none
12502.6P07	True Sample	spare	Jackson Labs	12502.6P07	10/15/19	pre2020_Updated	Conventional	Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional	AB_UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional		8	weeks		C2	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		P07									6	Control								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					Control	none	none
12502.6P08	True Sample	spare	Jackson Labs	12502.6P08	10/15/19	pre2020_Updated	Conventional	Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional	AB_UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional		8	weeks		C2	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		P08									6	Control								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					Control	none	none
12502.6P09	True Sample	spare	Jackson Labs	12502.6P09	10/15/19	pre2020_Updated	Conventional	Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional	AB_UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional		8	weeks		C2	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		P09									6	Control								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					Control	none	none
12502.6P10	True Sample	spare	Jackson Labs	12502.6P10	10/15/19	pre2020_Updated	Conventional	Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional	AB_UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional		8	weeks		C2	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		P10									6	Control								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					Control	none	none
12502.0Blank3	Control	blank	BRF-II	12502.0Blank3	12/1/19	pre2020_Dec	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	PBS swab	PBS swab	blank_PBS swab		not applicable									not applicable	not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.0P11	True Sample	spare	Jackson Labs	12502.0P11	12/1/19	pre2020_Dec	Conventional	Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional		8	weeks	nulliparous	C17	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		P11									0	Control								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					Control	none	none
12502.0P12	True Sample	spare	Jackson Labs	12502.0P12	12/1/19	pre2020_Dec	Conventional	Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional		8	weeks	nulliparous	C17	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		P12									0	Control								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					Control	none	none
12502.0P13	True Sample	spare	Jackson Labs	12502.0P13	12/1/19	pre2020_Dec	Conventional	Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional		8	weeks	nulliparous	C17	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		P13									0	Control								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					Control	none	none
12502.0P14	True Sample	spare	Jackson Labs	12502.0P14	12/1/19	pre2020_Dec	Conventional	Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional		8	weeks	nulliparous	C17	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		P14									0	Control								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					Control	none	none
12502.0P15	True Sample	spare	Jackson Labs	12502.0P15	12/1/19	pre2020_Dec	Conventional	Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional		8	weeks	nulliparous	C17	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		P15									0	Control								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					Control	none	none
12502.0P16	True Sample	spare	Jackson Labs	12502.0P16	12/1/19	pre2020_Dec	Conventional	Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional		8	weeks	nulliparous	C18	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		P16									0	Control								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					Control	none	none
12502.0P17	True Sample	spare	Jackson Labs	12502.0P17	12/1/19	pre2020_Dec	Conventional	Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional		8	weeks	nulliparous	C18	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		P17									0	Control								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					Control	none	none
12502.0P18	True Sample	spare	Jackson Labs	12502.0P18	12/1/19	pre2020_Dec	Conventional	Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional		8	weeks	nulliparous	C18	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		P18									0	Control								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					Control	none	none
12502.0P19	True Sample	spare	Jackson Labs	12502.0P19	12/1/19	pre2020_Dec	Conventional	Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional		8	weeks	nulliparous	C18	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		P19									0	Control								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					Control	none	none
12502.0P20	True Sample	spare	Jackson Labs	12502.0P20	12/1/19	pre2020_Dec	Conventional	Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional		8	weeks	nulliparous	C18	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		P20									0	Control								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					Control	none	none
12502.0P21	True Sample	spare	Jackson Labs	12502.0P21	12/1/19	pre2020_Dec	Conventional	Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional		8	weeks	nulliparous	C19	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		P21									0	Control								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					Control	none	none
12502.0P22	True Sample	spare	Jackson Labs	12502.0P22	12/1/19	pre2020_Dec	Conventional	Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional		8	weeks	nulliparous	C19	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		P22									0	Control								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					Control	none	none
12502.0P23	True Sample	spare	Jackson Labs	12502.0P23	12/1/19	pre2020_Dec	Conventional	Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional		8	weeks	nulliparous	C19	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		P23									0	Control								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					Control	none	none
12502.0P24	True Sample	spare	Jackson Labs	12502.0P24	12/1/19	pre2020_Dec	Conventional	Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional		8	weeks	nulliparous	C19	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		P24									0	Control								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					Control	none	none
12502.0P25	True Sample	spare	Jackson Labs	12502.0P25	12/1/19	pre2020_Dec	Conventional	Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	A_UCSD_Jackson Labs_Conventional	UCSD_Jackson Labs_Conventional		8	weeks	nulliparous	C19	Summer2019	#NAME?	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		P25									0	Control								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSD			reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					Control	none	none
