Feature ID	Taxon	Confidence
AM087199	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Asticcacaulis; s__Asticcacaulis benevestitus	1.0
GB-GCA-016716535.1-JADJWD010000007.1	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522; g__; s__	1.0
KM659878	d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Pyrinomonadales; f__Arenimicrobiaceae_433911; g__Arenimicrobium; s__Arenimicrobium luteum	1.0
MJ006-1-barcode31-umi32290bins-ubs-12	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes_A_871404; s__	1.0
AB081760	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Shewanellaceae_666538; g__Shewanella; s__Shewanella schlegeliana	1.0
EU370951	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae_405308; g__Baekduia; s__Baekduia soli	1.0
MJ031-1-barcode34-umi12634bins-ubs-35	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Haloplasmatales_A; f__Turicibacteraceae; g__Turicibacter; s__	1.0
RS-GCF-016526145.1-NZ-JADDUE010000027.1	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales; f__Pseudonocardiaceae; g__Saccharopolyspora_C_379454; s__Saccharopolyspora_C_379454 gregorii	1.0
RS-GCF-000576365.1-NZ-BAWC01000116.1	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Bacillales_H; f__Bacillaceae_D_361233; g__Bacillus_H; s__Bacillus_H oshimensis	1.0
RS-GCF-004167065.1-NZ-RCYP01000066.1	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Parabacteroides_B_862066; s__Parabacteroides_B_862066 distasonis	1.0
RS-GCF-000426185.1-NZ-AUEW01000025.1	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Cellulomonadaceae; g__Cellulomonas; s__	1.0
RS-GCF-008572665.1-NZ-VVXZ01000155.1	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Akkermansiaceae; g__Akkermansia; s__Akkermansia sp001580195	1.0
HQ204221	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Dermatophilaceae_390796; g__Intrasporangium_A_390238; s__Intrasporangium mesophilum	1.0
KU886574	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Bacillales_A; f__Planococcaceae; g__Planococcus; s__Planomicrobium iranicum	1.0
GB-GCA-900112995.1-FONU01000001.1	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Lachnospira; s__Lachnospira sp000436535	1.0
MJ030-1-barcode42-umi113391bins-ubs-3	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_504723; f__Aestuariivirgaceae; g__Aestuariivirga; s__Aestuariivirga litoralis	1.0
FM179321	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Dermatophilaceae_383813; g__Aquipuribacter; s__Aquipuribacter hungaricus	1.0
G000164635	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae; g__Roseomonas_A_507200; s__Roseomonas_A_507200 cervicalis	1.0
MJ030-1-barcode25-umi90002bins-ubs-4	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_597441; f__Nitrosomonadaceae; g__Nitrosomonas; s__Nitrosomonas oligotropha_A	1.0
GB-GCA-902805545.1-CADCTD010000013.1	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae; g__Caldovatus; s__	1.0
MJ009-1-barcode48-umi105350bins-ubs-3	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Acutalibacteraceae; g__CAG-177; s__CAG-177 sp003538135	1.0
G000233915	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales_616009; f__Xanthomonadaceae_616009; g__Pseudoxanthomonas_A_615282; s__Pseudoxanthomonas_A_615282 spadix	1.0
HQ839788	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales; f__Micromonosporaceae; g__Actinoplanes; s__Actinoplanes atraurantiacus	1.0
MT500785	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Haloplasmatales_A; f__Turicibacteraceae; g__Turicibacter; s__Turicibacter bilis	1.0
GQ383925	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_877923; f__Weeksellaceae; g__Algoriella; s__Algoriella xinjiangensis	1.0
G003762715	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Paramuribaculum; s__Paramuribaculum sp001689565	1.0
RS-GCF-900094925.1-NZ-FMAY01000032.1	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Enterobacteriaceae_A; g__Kosakonia_684337; s__Kosakonia oryzendophytica	1.0
D85479	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales; f__Micromonosporaceae; g__Actinoplanes; s__Couchioplanes caeruleus	1.0
GB-GCA-016716465.1-JADJWH010000007.1	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Immundisolibacterales; f__Immundisolibacteraceae; g__Immundisolibacter; s__Immundisolibacter cernigliae	1.0
MJ031-1-barcode42-umi25447bins-ubs-14	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales_650612; f__Cellvibrionaceae; g__Cellvibrio; s__	1.0
KC677630	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Bacillales_A; f__Planococcaceae; g__Rummeliibacillus; s__Rummeliibacillus suwonensis	1.0
MJ010-2-barcode69-umi150303bins-ubs-3	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__; s__	1.0
RS-GCF-000607525.1-NZ-KK097868.1--2	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Staphylococcales; f__Staphylococcaceae; g__Staphylococcus; s__Staphylococcus aureus_317625	1.0
JN010255	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales; f__Pseudonocardiaceae; g__Saccharopolyspora_D_379422; s__Saccharopolyspora rectivirgula	1.0
GB-GCA-000508925.1-BAHT02000283.1	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Blautia_A_141780; s__	1.0
G001937155	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales_641030; f__Halomonadaceae_641030; g__Salinicola; s__Salinicola halophyticus	1.0
RS-GCF-015350835.1-NZ-JADKSE010000003.1	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Frigoribacterium; s__Frigoribacterium sp001424645	1.0
FR869633	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_501396; f__Rhizobiaceae_A_499470; g__Aminobacter; s__Aminobacter anthyllidis	1.0
AJ420376	d__Archaea; p__Halobacteriota; c__Halobacteria; o__Halobacteriales; f__Halococcaceae; g__Halococcus; s__Halococcus dombrowskii	1.0
AKIO01000026	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__Actinomyces massiliensis	1.0
RS-GCF-003010455.1-NZ-CP027427.1--5	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Weissella_A_338544; s__Weissella_A_338544 cibaria	1.0
RS-GCF-001810545.1-NZ-KV801801.1	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Pasteurellaceae; g__Haemophilus_D_735815; s__	1.0
G000223155	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Bacillales_B_302584; f__Bacillaceae_C; g__Weizmannia; s__Weizmannia coagulans	1.0
G900545235	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__CAG-83; s__CAG-83 sp000431575	1.0
RS-GCF-015554085.1-NZ-JADNHV010000023.1	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Bifidobacteriaceae; g__Bifidobacterium_388775; s__Bifidobacterium adolescentis	1.0
AB688113	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Brevundimonas; s__Brevundimonas abyssalis	1.0
RS-GCF-002998595.1-NZ-CP027235.1--2	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Pasteurellaceae; g__Haemophilus_D_736121; s__	1.0
G900102685	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Thermoactinomycetales_367866; f__DSM-45169_367864; g__Melghirimyces_367832; s__Melghirimyces thermohalophilus	1.0
AB184115	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Streptomycetales_400645; f__Streptomycetaceae_400641; g__Streptomyces_G_395345; s__Streptomyces_G_395345 cacaoi	1.0
RS-GCF-000687895.1-NZ-JHYL01000048.1	d__Bacteria; p__Deinococcota; c__Deinococci; o__Deinococcales; f__Deinococcaceae; g__Deinococcus_B; s__Deinococcus_B radiodurans	1.0
RS-GCF-902377545.1-NZ-CABLCB010000050.1	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Peptostreptococcales; f__Peptostreptococcaceae_256921; g__Paraclostridium; s__	1.0
MJ006-1-barcode36-umi139408bins-ubs-3	d__Bacteria; p__Firmicutes_C; c__Negativicutes; o__Veillonellales; f__Negativicoccaceae; g__Negativicoccus; s__	1.0
FJ423600	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales; f__Mycobacteriaceae; g__Corynebacterium; s__Corynebacterium maris	1.0
G900129085	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Atopostipes; s__Atopostipes suicloacalis	1.0
MK346303	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales_641030; f__Halomonadaceae_641030; g__Halomonas_E_640314; s__Halomonas_E_640314 icarae	1.0
AB188125	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522; g__Azohydromonas; s__Azohydromonas lata	1.0
RS-GCF-011090185.1-NZ-JAAFGS010000021.1	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae_367444; g__Saccharibacillus; s__Saccharibacillus endophyticus	1.0
MJ031-1-barcode30-umi13950bins-ubs-35	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Clostridiales; f__Clostridiaceae_222000; g__; s__	1.0
AM501439	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522; g__Pelomonas; s__Pelomonas puraquae	1.0
MJ006-1-barcode28-umi62744bins-ubs-6	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__TANB77; f__CAG-508; g__CAG-273; s__	1.0
G000175035	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus jensenii_330150	1.0
GB-GCA-009927115.1-RFNQ01000180.1	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Gemmatales; f__Gemmataceae; g__UBA969; s__UBA969 sp003671255	1.0
AB588023	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Blautia_A_141781; s__Blautia_A_141781 glucerasea	1.0
AZUP01000001	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_597432; f__Rhodocyclaceae; g__Methyloversatilis; s__Methyloversatilis discipulorum	1.0
RS-GCF-002836035.1-NZ-PJBT01000109.1	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales_641030; f__Halomonadaceae_641030; g__Halomonas_C_640989; s__	1.0
U13039	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Peptostreptococcales; f__Anaerovoracaceae; g__Eubacterium_B; s__Eubacterium_B infirmum	1.0
AB621358	d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__Treponematales; f__Treponemataceae; g__Treponema_B_986141; s__Treponema_B_986141 denticola	1.0
G000426045	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Propionibacteriales; f__Nocardioidaceae; g__Marmoricola_A_392027; s__Marmoricola_A_392027 sp000426045	1.0
MJ030-1-barcode40-umi100236bins-ubs-3	d__Bacteria; p__Firmicutes_C; c__Negativicutes; o__Sporomusales_A_41697; f__Sporomusaceae; g__Sporomusa; s__	1.0
G000374625	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522; g__Brachymonas; s__Brachymonas chironomi	1.0
GU564401	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_501391; f__Rhizobiaceae_A_501391; g__Hoeflea_501386; s__Hoeflea halophila	1.0
MJ006-1-barcode37-umi182468bins-ubs-3	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Eisenbergiella; s__	1.0
RS-GCF-000355255.2-NZ-AQFA01000048.1	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Enterobacteriaceae_A; g__Escherichia_710834; s__	1.0
G001683355	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Prevotella; s__Prevotella scopos	1.0
G000469345	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Eubacterium_I; s__Eubacterium_I ramulus	1.0
AB681719	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomicrobium_483265; s__Sphingomicrobium astaxanthinifaciens	1.0
G000429845	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522; g__Comamonas_F_589250; s__Comamonas_F_589250 composti	1.0
MH569475	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Aerococcaceae; g__Trichococcus; s__Trichococcus shcherbakoviae_320984	1.0
MJ034-1-barcode34-umi21631bins-ubs-8	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae_900466; g__Chryseolinea; s__Chryseolinea serpens	1.0
FJ654473	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Qipengyuania_484543; s__	1.0
RS-GCF-900110155.1-NZ-FOCS01000073.1	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_504705; f__Beijerinckiaceae; g__Methylobacterium; s__Methylobacterium fujisawaense	1.0
MJ030-2-barcode58-umi119635bins-ubs-3	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_504723; f__Aestuariivirgaceae; g__Aestuariivirga; s__Aestuariivirga litoralis	1.0
EU888513	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae_367444; g__Paenibacillus_J_366884; s__Paenibacillus_J_366884 purispatii	1.0
MJ009-1-barcode40-umi103194bins-ubs-3	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Clostridiales; f__Clostridiaceae_222000; g__Clostridium_T; s__Clostridium_T disporicum_203972	1.0
RS-GCF-902726655.1-NZ-CACVAN010000001.1	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Bacillales_D_310495; f__Amphibacillaceae; g__Lentibacillus_B_287068; s__	1.0
GB-GCA-910575005.1-CAJTCL010000049.1	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__14-2; s__	1.0
MJ030-1-barcode42-umi89044bins-ubs-4	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522; g__Aquabacterium_A; s__Aquabacterium_A pictum	1.0
RS-GCF-003892345.1-NZ-RRUE01000002.1	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_595425; f__Burkholderiaceae_A_595425; g__Lautropia; s__Lautropia mirabilis	1.0
RS-GCF-002863425.1-NZ-PKKA01000044.1	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus gasseri_329736	1.0
MN069869	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Kineococcaceae; g__Kineococcus; s__Kineococcus vitellinus	1.0
KM507346	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Propionibacteriales; f__Propionibacteriaceae; g__Cutibacterium; s__Cutibacterium namnetense	1.0
MJ006-1-barcode36-umi60594bins-ubs-6	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Tissierellales; f__Peptoniphilaceae; g__Anaerococcus; s__Anaerococcus prevotii	1.0
RS-GCF-902497915.1-NZ-CABVHW010000010.1	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales_650611; f__Pseudomonadaceae; g__Pseudomonas_E_647464; s__Pseudomonas_E_647464 kielensis	1.0
RS-GCF-001553645.1-NZ-CP014231.1--4	d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales_993777; f__Leptotrichiaceae; g__Leptotrichia_A_993758; s__	1.0
KC735148	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas_L_486704; s__Sphingomonas_L_486704 aerophila	1.0
DQ178975	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas_L_486704; s__Sphingomonas_L_486704 dokdonensis	1.0
G001424025	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Brevundimonas; s__Brevundimonas sp001424025	1.0
G001428865	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas_L_486704; s__Sphingomonas_L_486704 sp001428865	1.0
KP899563	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales_A_504705; f__Xanthobacteraceae_503485; g__Bradyrhizobium; s__Bradyrhizobium vignae	1.0
MJ031-1-barcode44-umi25814bins-ubs-13	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__RF39; f__UBA660; g__UBA3789; s__	1.0
JN243353	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Microbacterium_A_383312; s__Microbacterium_A_383312 lemovicicum	1.0
AB563783	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Sphingobacterium; s__Sphingobacterium thermophilum	1.0
MJ006-2-barcode66-umi123567bins-ubs-4	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Onthomonas; s__	1.0
MJ031-2-barcode67-umi315bins-ubs-626	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Pelagibacterales; f__Pelagibacteraceae; g__Fonsibacter; s__Fonsibacter ubiquis	1.0
MJ006-1-barcode45-umi151927bins-ubs-3	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Ruminococcaceae; g__Ruminiclostridium_E; s__Ruminiclostridium_E siraeum	1.0
RS-GCF-001703875.1-NZ-MBLT01000492.1	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Limosilactobacillus; s__Limosilactobacillus reuteri	1.0
GQ339889	d__Bacteria; p__Deinococcota; c__Deinococci; o__Deinococcales; f__Deinococcaceae; g__Deinococcus_B; s__Deinococcus_B humi	1.0
KM888184	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales_650611; f__Pseudomonadaceae; g__Pseudomonas_E_647464; s__Pseudomonas_E_647464 coleopterorum	1.0
MJ032-2-barcode66-umi10041bins-ubs-45	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__TANB77; f__CAG-508; g__UMGS1994; s__UMGS1994 sp900553945	1.0
MJ030-1-barcode25-umi48025bins-ubs-12	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__; g__; s__	1.0
RS-GCF-017874545.1-NZ-JAGGLT010000068.1	d__Bacteria; p__Firmicutes_A; c__Thermoanaerobacteria; o__Thermoanaerobacterales_43504; f__Thermoanaerobacteraceae_43502; g__Thermoanaerobacterium; s__Thermoanaerobacterium butyriciformans	1.0
RS-GCF-000287615.1-NZ-ALJP01000004.1	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales_A_737866; f__Pasteurellaceae; g__Haemophilus_A; s__Haemophilus_A sputorum	1.0
EU295459	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales_616009; f__Xanthomonadaceae_616009; g__Luteimonas_C_615545; s__Luteimonas_C_615545 marina	1.0
GB-GCA-910575345.1-CAJTDZ010000056.1	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__UBA3282; s__UBA3282 sp003611805	1.0
G002027585	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales_660879; f__Moraxellaceae; g__Moraxella_A_651148; s__Moraxella_A_651148 atlantae	1.0
GU129567	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Paracoccus; s__Paracoccus sphaerophysae	1.0
GB-GCA-003241315.1-QFOZ01000022.1	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales; f__Mycobacteriaceae; g__Lawsonella; s__	1.0
MG798930	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales; f__Mycobacteriaceae; g__Corynebacterium; s__Corynebacterium liangguodongii	1.0
MJ006-2-barcode52-umi10339bins-ubs-19	d__Bacteria; p__Cyanobacteria; c__Vampirovibrionia; o__Gastranaerophilales; f__Gastranaerophilaceae; g__Stercorousia; s__	1.0
KP064570	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Rhizorhabdus_483366; s__Rhizorhabdus dicambivorans	1.0
RS-GCF-002763595.1-NZ-CP024698.1	d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales_993521; f__Fusobacteriaceae_993521; g__Fusobacterium_C; s__Fusobacterium_C periodonticum_D	1.0
RS-GCF-001811515.1-NZ-KV805060.1	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales; f__Mycobacteriaceae; g__Corynebacterium; s__Corynebacterium aurimucosum	1.0
G001042635	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Actinomycetales; f__Bifidobacteriaceae; g__Bifidobacterium_388775; s__Bifidobacterium scardovii	1.0
MJ032-1-barcode26-umi20185bins-ubs-22	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__TANB77; f__CAG-508; g__CAG-269; s__CAG-269 sp000431335	1.0
JX986962	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales_616009; f__Xanthomonadaceae_616009; g__Xanthomonas_A_614439; s__Xanthomonas_A_614439 perforans	1.0
GQ925365	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Bacillales_B_306089; f__DSM-18226_294142; g__Cytobacillus_294142; s__Cytobacillus luteolus	1.0
MJ030-1-barcode41-umi68502bins-ubs-8	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__; s__	1.0
MJ030-2-barcode59-umi55191bins-ubs-11	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales_650611; f__Pseudomonadaceae; g__Pseudomonas_E_650325; s__Pseudomonas_E_650325 peli	1.0
GB-GCA-910574885.1-CAJTDD010000026.1	d__Bacteria; p__Firmicutes_A; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Sporofaciens; s__	1.0
MJ034-2-barcode72-umi5070bins-ubs-52	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae_929731; g__UBA1952; s__	1.0
KP638491	d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Pyrinomonadales; f__Blastocatellaceae_426820; g__Stenotrophobacter_424270; s__Stenotrophobacter namibiensis	1.0
RS-GCF-001426885.1-NZ-LMFP01000009.1	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_592522; f__Burkholderiaceae_A_592522; g__Pelomonas; s__	1.0
MJ030-1-barcode42-umi122603bins-ubs-3	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales; f__; g__; s__	1.0
G900232865	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Mycobacteriales; f__Mycobacteriaceae; g__Corynebacterium; s__Corynebacterium dentalis	1.0
MH158518	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Frigidibacter_493147; s__Frigidibacter oleivorans	1.0
RS-GCF-016891185.1-NZ-JAFERJ010000023.1	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Staphylococcales; f__Staphylococcaceae; g__Staphylococcus; s__	1.0
MJ010-1-barcode26-umi48900bins-ubs-14	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales_595425; f__Burkholderiaceae_A_595425; g__Lautropia; s__	1.0
MJ020-1-barcode37-umi116224bins-ubs-3	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Lactococcus_A_346120; s__	1.0
MJ020-2-barcode70-umi102242bins-ubs-3	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Albibacterium; s__Albibacterium bauzanense	1.0
KY655023	d__Bacteria; p__Actinobacteriota; c__Actinomycetia; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides_A_392796; s__Nocardioides_A_392796 sonneratiae	1.0
MJ006-1-barcode39-umi153755bins-ubs-3	d__Bacteria; p__Firmicutes_D; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	1.0
RS-GCF-015554445.1-NZ-JADNIN010000006.1	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides_H; s__Bacteroides_H cellulosilyticus	1.0
MJ006-2-barcode52-umi158384bins-ubs-4	d__Bacteria; p__Campylobacterota; c__Campylobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter_B; s__	1.0
