sample_name	birthplace	date_startcollection	cohort	mouse_line	site_line	host_age	host_age_units	group_study	representation	body_site	collection_method	line_site	origmouse_name	mouse_id	estrous_stage	Prog_high	Prog_transition	Prog_mix	Estrogen_hi	tp_days	treatment	swabGBS_CFU	VTGBS_CFU	CGBS_CFU	UGBS_CFU	VS_clearD1	VS_clearD3	VS_clearD7	Uterine_clearance	study_topic	vivarium	host_body_habitat	host_body_product	host_body_site	host_common_name	host_life_stage	host_scientific_name	CST	CST_categorical
GBS28d3	BCM	8/18/20	2020Aug	Conventional	BCM_Conventional	17.14285714	weeks	b	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		28a						3	GBS	450000	38429054.05	90534979.42	2146792.453		Colonized		Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl267	adult	Mus musculus	0	0
GBS29d3	BCM	8/18/20	2020Aug	Conventional	BCM_Conventional	17.14285714	weeks	b	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		29a						3	GBS	1680000	33962264.15	72115384.62	8128760.951		Colonized		Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl266	adult	Mus musculus	0	0
GBS30d3	BCM	8/18/20	2020Aug	Conventional	BCM_Conventional	17.14285714	weeks	b	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		30a						3	GBS	4380					Colonized		Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl265	adult	Mus musculus	0	0
GBS31d3	BCM	8/18/20	2020Aug	Conventional	BCM_Conventional	17.14285714	weeks	b	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		31a						3	GBS	67200					Colonized		Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl264	adult	Mus musculus	0	0
GBS32d3	BCM	8/18/20	2020Aug	Conventional	BCM_Conventional	7.142857143	weeks	b	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		32a						3	GBS	402000	31645569.62	59659090.91	3587427.184		Colonized		Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl263	adult	Mus musculus	0	0
GBS33d3	BCM	8/18/20	2020Aug	Conventional	BCM_Conventional	7.142857143	weeks	b	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		33a						3	GBS	192000	17034068.14	26916058.39	2443646.617		Colonized		Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl262	adult	Mus musculus	0	0
GBS35d3	BCM	8/18/20	2020Aug	Conventional	BCM_Conventional	6.571428571	weeks	b	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		35a						3	GBS	79800					Colonized		Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl261	adult	Mus musculus	0	0
GBS36d3	BCM	8/18/20	2020Aug	Conventional	BCM_Conventional	6.571428571	weeks	b	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		36a						3	GBS	1920000					Colonized		Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl260	adult	Mus musculus	0	0
GBS37d3	BCM	8/18/20	2020Aug	Conventional	BCM_Conventional	6.571428571	weeks	b	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		37a						3	GBS	61800					Colonized		Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl259	adult	Mus musculus	0	0
GBS01d7	BCM	8/18/20	2020Aug	HMB	BCM_HMB	25.71428571	weeks	b	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		01a						7	GBS	1380000	31716417.91	44642857.14	962407.2217			Colonized	Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl258	adult	Mus musculus	2	II
GBS02d7	BCM	8/18/20	2020Aug	HMB	BCM_HMB	25.71428571	weeks	b	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		02a						7	GBS	906000	21284829.72	63591022.44	9547.936017			Colonized	Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl257	adult	Mus musculus	2	II
GBS03d7	BCM	8/18/20	2020Aug	HMB	BCM_HMB	25.71428571	weeks	b	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		03a						7	GBS	564000	2718446.602	2191558.442	8465.822785			Colonized	Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl256	adult	Mus musculus	2	II
GBS04d7	BCM	8/18/20	2020Aug	HMB	BCM_HMB	25.71428571	weeks	b	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		04a						7	GBS	156000	69422150.88	90301003.34	1097387.479			Colonized	Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl255	adult	Mus musculus	3	III
GBS10d7	BCM	8/18/20	2020Aug	HMB	BCM_HMB	22.85714286	weeks	b	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		10a						7	GBS	120	65463.91753	25577.55776	0			Colonized	Clear	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl254	adult	Mus musculus	2	II
GBS11d7	BCM	8/18/20	2020Aug	HMB	BCM_HMB	22.85714286	weeks	b	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		11a						7	GBS	528000	57086614.17	57591623.04	26813.72213			Colonized	Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl253	adult	Mus musculus	2	II
GBS12d7	BCM	8/18/20	2020Aug	HMB	BCM_HMB	22.85714286	weeks	b	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		12a						7	GBS	82800	2559055.118	3435114.504	18670.76326			Colonized	Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl252	adult	Mus musculus	2	II
GBS13d7	BCM	8/18/20	2020Aug	HMB	BCM_HMB	22.85714286	weeks	b	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		13a						7	GBS	744000	94907407.41	47142857.14	7799147.381			Colonized	Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl251	adult	Mus musculus	2	II
GBS24d7	BCM	8/18/20	2020Aug	HMB	BCM_HMB	19.42857143	weeks	b	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		24a						7	GBS	0	8643.617021	5000	0			Clear	Clear	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl250	adult	Mus musculus	2	II
GBS25d7	BCM	8/18/20	2020Aug	HMB	BCM_HMB	19.42857143	weeks	b	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		25a						7	GBS	2580000	161184210.5	29956427.02	280315.1659			Colonized	Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl249	adult	Mus musculus	4	IV
GBS26d7	BCM	8/18/20	2020Aug	HMB	BCM_HMB	19.42857143	weeks	b	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		26a						7	GBS	1680000	49494949.49	42763157.89	52836.09078			Colonized	Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl248	adult	Mus musculus	2	II
GBS27d7	BCM	8/18/20	2020Aug	HMB	BCM_HMB	19.42857143	weeks	b	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		27a						7	GBS	540000	117676767.7	52763819.1	688029.9026			Colonized	Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl247	adult	Mus musculus	4	IV
GBS30d7	BCM	8/18/20	2020Aug	Conventional	BCM_Conventional	17.14285714	weeks	b	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		30a						7	GBS	570000	37099494.1	33248081.84	3675774.059			Colonized	Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl246	adult	Mus musculus	0	0
GBS31d7	BCM	8/18/20	2020Aug	Conventional	BCM_Conventional	17.14285714	weeks	b	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		31a						7	GBS	270000	26848591.55	30678851.17	14735208.87			Colonized	Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl245	adult	Mus musculus	0	0
GBS35d7	BCM	8/18/20	2020Aug	Conventional	BCM_Conventional	6.571428571	weeks	b	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		35a						7	GBS	402000	41053921.57	50283286.12	112047.3888			Colonized	Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl244	adult	Mus musculus	0	0
GBS36d7	BCM	8/18/20	2020Aug	Conventional	BCM_Conventional	6.571428571	weeks	b	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		36a						7	GBS	876000	99436392.91	69642857.14	21161964.74			Colonized	Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl243	adult	Mus musculus	0	0
GBS37d7	BCM	8/18/20	2020Aug	Conventional	BCM_Conventional	6.571428571	weeks	b	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract		37a						7	GBS	2220000	71626617.38	102362204.7	137250.499			Colonized	Colonized	HMB_GBSchallenge	BCM_Taub	reproductive system	mucus	vagina	C57/Bl242	adult	Mus musculus	0	0
01HMB	BCM	12/11/20	2020Dec	HMB	BCM_HMB	6310.857143	weeks	c	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		M01b						0	None									Longitudinal composition	BCM_TMF	reproductive system	mucus	vagina	C57/Bl241	adult	Mus musculus	3	III
02HMB	BCM	12/11/20	2020Dec	HMB	BCM_HMB	6310.857143	weeks	c	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		M02b						0	None									Longitudinal composition	BCM_TMF	reproductive system	mucus	vagina	C57/Bl240	adult	Mus musculus	3	III
03HMB	BCM	12/11/20	2020Dec	HMB	BCM_HMB	6310.857143	weeks	c	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		M03b						0	None									Longitudinal composition	BCM_TMF	reproductive system	mucus	vagina	C57/Bl239	adult	Mus musculus	3	III
04HMB	BCM	12/11/20	2020Dec	HMB	BCM_HMB	6310.857143	weeks	c	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		M04b						0	None									Longitudinal composition	BCM_TMF	reproductive system	mucus	vagina	C57/Bl238	adult	Mus musculus	4	IV
05HMB	BCM	12/11/20	2020Dec	HMB	BCM_HMB	6310.857143	weeks	c	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		M05b						0	None									Longitudinal composition	BCM_TMF	reproductive system	mucus	vagina	C57/Bl237	adult	Mus musculus	3	III
06HMB	BCM	12/11/20	2020Dec	HMB	BCM_HMB	6310.857143	weeks	c	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		M06b						0	None									Longitudinal composition	BCM_TMF	reproductive system	mucus	vagina	C57/Bl236	adult	Mus musculus	3	III
07HMB	BCM	12/11/20	2020Dec	HMB	BCM_HMB	6310.857143	weeks	c	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		M07b						0	None									Longitudinal composition	BCM_TMF	reproductive system	mucus	vagina	C57/Bl235	adult	Mus musculus	3	III
08HMB	BCM	12/11/20	2020Dec	HMB	BCM_HMB	6310.857143	weeks	c	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		M08b						0	None									Longitudinal composition	BCM_TMF	reproductive system	mucus	vagina	C57/Bl234	adult	Mus musculus	4	IV
09HMB	BCM	12/11/20	2020Dec	HMB	BCM_HMB	6310.857143	weeks	c	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		M09b						0	None									Longitudinal composition	BCM_TMF	reproductive system	mucus	vagina	C57/Bl233	adult	Mus musculus	4	IV
10HMB	BCM	12/11/20	2020Dec	HMB	BCM_HMB	6310.857143	weeks	c	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		M10b						0	None									Longitudinal composition	BCM_TMF	reproductive system	mucus	vagina	C57/Bl232	adult	Mus musculus	2	II
11HMB	BCM	12/11/20	2020Dec	HMB	BCM_HMB	6310.857143	weeks	c	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		M11b						0	None									Longitudinal composition	BCM_TMF	reproductive system	mucus	vagina	C57/Bl231	adult	Mus musculus	2	II
13HMB	BCM	12/11/20	2020Dec	HMB	BCM_HMB	6310.857143	weeks	c	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		M13b						0	None									Longitudinal composition	BCM_TMF	reproductive system	mucus	vagina	C57/Bl230	adult	Mus musculus	2	II
14HMB	BCM	12/11/20	2020Dec	HMB	BCM_HMB	6310.857143	weeks	c	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		M14b						0	None									Longitudinal composition	BCM_TMF	reproductive system	mucus	vagina	C57/Bl229	adult	Mus musculus	2	II
15HMB	BCM	12/11/20	2020Dec	HMB	BCM_HMB	6310.857143	weeks	c	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		M15b						0	None									Longitudinal composition	BCM_TMF	reproductive system	mucus	vagina	C57/Bl228	adult	Mus musculus	4	IV
16HMB	BCM	12/11/20	2020Dec	HMB	BCM_HMB	6310.857143	weeks	c	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		M16b						0	None									Longitudinal composition	BCM_TMF	reproductive system	mucus	vagina	C57/Bl227	adult	Mus musculus	4	IV
17HMB	BCM	12/11/20	2020Dec	HMB	BCM_HMB	6310.857143	weeks	c	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		M17b						0	None									Longitudinal composition	BCM_TMF	reproductive system	mucus	vagina	C57/Bl226	adult	Mus musculus	4	IV
01HMBf	BCM	12/11/20	2020Dec	HMB	BCM_HMB	6310.857143	weeks	c	fecal community	gut	fecal pellet	HMB_gut		M01b						0	None									Longitudinal gut composition	BCM_TMF	reproductive system	mucus	vagina	C57/Bl225	adult	Mus musculus	3	III
02HMBf	BCM	12/11/20	2020Dec	HMB	BCM_HMB	6310.857143	weeks	c	fecal community	gut	fecal pellet	HMB_gut		M02b						0	None									Longitudinal gut composition	BCM_TMF	reproductive system	mucus	vagina	C57/Bl224	adult	Mus musculus	3	III
05HMBf	BCM	12/11/20	2020Dec	HMB	BCM_HMB	6310.857143	weeks	c	fecal community	gut	fecal pellet	HMB_gut		M05b						0	None									Longitudinal gut composition	BCM_TMF	reproductive system	mucus	vagina	C57/Bl223	adult	Mus musculus	3	III
07HMBf	BCM	12/11/20	2020Dec	HMB	BCM_HMB	6310.857143	weeks	c	fecal community	gut	fecal pellet	HMB_gut		M07b						0	None									Longitudinal gut composition	BCM_TMF	reproductive system	mucus	vagina	C57/Bl222	adult	Mus musculus	3	III
08HMBf	BCM	12/11/20	2020Dec	HMB	BCM_HMB	6310.857143	weeks	c	fecal community	gut	fecal pellet	HMB_gut		M08b						0	None									Longitudinal gut composition	BCM_TMF	reproductive system	mucus	vagina	C57/Bl221	adult	Mus musculus	4	IV
10HMBf	BCM	12/11/20	2020Dec	HMB	BCM_HMB	6310.857143	weeks	c	fecal community	gut	fecal pellet	HMB_gut		M10b						0	None									Longitudinal gut composition	BCM_TMF	reproductive system	mucus	vagina	C57/Bl220	adult	Mus musculus	2	II
11HMBf	BCM	12/11/20	2020Dec	HMB	BCM_HMB	6310.857143	weeks	c	fecal community	gut	fecal pellet	HMB_gut		M11b						0	None									Longitudinal gut composition	BCM_TMF	reproductive system	mucus	vagina	C57/Bl219	adult	Mus musculus	2	II
14HMBf	BCM	12/11/20	2020Dec	HMB	BCM_HMB	6310.857143	weeks	c	fecal community	gut	fecal pellet	HMB_gut		M14b						0	None									Longitudinal gut composition	BCM_TMF	reproductive system	mucus	vagina	C57/Bl218	adult	Mus musculus	2	II
15HMBf	BCM	12/11/20	2020Dec	HMB	BCM_HMB	6310.857143	weeks	c	fecal community	gut	fecal pellet	HMB_gut		M15b						0	None									Longitudinal gut composition	BCM_TMF	reproductive system	mucus	vagina	C57/Bl217	adult	Mus musculus	4	IV
16HMBf	BCM	12/11/20	2020Dec	HMB	BCM_HMB	6310.857143	weeks	c	fecal community	gut	fecal pellet	HMB_gut		M16b						0	None									Longitudinal gut composition	BCM_TMF	reproductive system	mucus	vagina	C57/Bl216	adult	Mus musculus	4	IV
Blankd1HMB	BCM	8/18/20	2020Aug			6294.428571	weeks	b	blank	blank	PBS swab	blank_blank									None									HMBestrous_staging	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
Blankd3HMB	BCM	8/18/20	2020Aug			6294.428571	weeks	b	blank	blank	PBS swab	blank_blank									None									HMBestrous_staging	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
Blankd4HMB	BCM	8/18/20	2020Aug			6294.428571	weeks	b	blank	blank	PBS swab	blank_blank									None									HMBestrous_staging	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
HMBblank	BCM	12/11/20	2020Dec			6310.857143	weeks	c	blank	blank	PBS swab	blank_blank									None									HMBestrous_staging	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
HMBblankD1	BCM	8/6/21	2021Aug			6344.857143	weeks	d	blank	blank	PBS swab	blank_blank								1	None									HMBestrous_staging	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
HMBblankD3	BCM	8/6/21	2021Aug			6344.857143	weeks	d	blank	blank	PBS swab	blank_blank								3	None									HMBestrous_staging	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
HMBblankD6	BCM	8/6/21	2021Aug			6344.857143	weeks	d	blank	blank	PBS swab	blank_blank								6	None									HMBestrous_staging	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable
HMBd0m01	BCM	8/6/21	2021Aug	HMB	BCM_HMB	6344.857143	weeks	d	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		HMB01a	proestrus	ProLo	ProLoTransition	mix1	Estrogen	0	None									HMBestrous_staging	BCM_Taub	reproductive system	mucus	vagina	C57/Bl208	adult	Mus musculus	3	III
HMBd0m02	BCM	8/6/21	2021Aug	HMB	BCM_HMB	6344.857143	weeks	d	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		HMB02a	diestrus	ProgHi	ProLoTransition	mix2	none	0	None									HMBestrous_staging	BCM_Taub	reproductive system	mucus	vagina	C57/Bl207	adult	Mus musculus	3	III
HMBd0m03	BCM	8/6/21	2021Aug	HMB	BCM_HMB	6344.857143	weeks	d	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		HMB03a	proestrus	ProLo	ProLoTransition	mix1	Estrogen	0	None									HMBestrous_staging	BCM_Taub	reproductive system	mucus	vagina	C57/Bl206	adult	Mus musculus	3	III
HMBd0m04	BCM	8/6/21	2021Aug	HMB	BCM_HMB	6344.857143	weeks	d	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		HMB04a	proestrus	ProLo	ProLoTransition	mix1	Estrogen	0	None									HMBestrous_staging	BCM_Taub	reproductive system	mucus	vagina	C57/Bl205	adult	Mus musculus	3	III
HMBd0m05	BCM	8/6/21	2021Aug	HMB	BCM_HMB	6344.857143	weeks	d	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		HMB05a	diestrus	ProgHi	ProLoTransition	mix2	none	0	None									HMBestrous_staging	BCM_Taub	reproductive system	mucus	vagina	C57/Bl204	adult	Mus musculus	3	III
HMBd0m06	BCM	8/6/21	2021Aug	HMB	BCM_HMB	6344.857143	weeks	d	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		HMB06a	diestrus	ProgHi	ProLoTransition	mix2	none	0	None									HMBestrous_staging	BCM_Taub	reproductive system	mucus	vagina	C57/Bl203	adult	Mus musculus	3	III
HMBd0m07	BCM	8/6/21	2021Aug	HMB	BCM_HMB	6344.857143	weeks	d	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		HMB07a	diestrus	ProgHi	ProLoTransition	mix2	none	0	None									HMBestrous_staging	BCM_Taub	reproductive system	mucus	vagina	C57/Bl202	adult	Mus musculus	3	III
HMBd0m08	BCM	8/6/21	2021Aug	HMB	BCM_HMB	6344.857143	weeks	d	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		HMB08a	diestrus	ProgHi	ProLoTransition	mix2	none	0	None									HMBestrous_staging	BCM_Taub	reproductive system	mucus	vagina	C57/Bl201	adult	Mus musculus	3	III
HMBd0m09	BCM	8/6/21	2021Aug	HMB	BCM_HMB	6344.857143	weeks	d	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		HMB09a	diestrus	ProgHi	ProLoTransition	mix2	none	0	None									HMBestrous_staging	BCM_Taub	reproductive system	mucus	vagina	C57/Bl200	adult	Mus musculus	5	V
HMBd0m10	BCM	8/6/21	2021Aug	HMB	BCM_HMB	6344.857143	weeks	d	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		HMB10a	proestrus	ProLo	ProLoTransition	mix1	Estrogen	0	None									HMBestrous_staging	BCM_Taub	reproductive system	mucus	vagina	C57/Bl199	adult	Mus musculus	3	III
HMBd0m11	BCM	8/6/21	2021Aug	HMB	BCM_HMB	6344.857143	weeks	d	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		HMB11a	proestrus	ProLo	ProLoTransition	mix1	Estrogen	0	None									HMBestrous_staging	BCM_Taub	reproductive system	mucus	vagina	C57/Bl198	adult	Mus musculus	3	III
HMBd0m12	BCM	8/6/21	2021Aug	HMB	BCM_HMB	6344.857143	weeks	d	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		HMB12a	proestrus	ProLo	ProLoTransition	mix1	Estrogen	0	None									HMBestrous_staging	BCM_Taub	reproductive system	mucus	vagina	C57/Bl197	adult	Mus musculus	3	III
HMBd0m13	BCM	8/6/21	2021Aug	HMB	BCM_HMB	6344.857143	weeks	d	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		HMB13a	proestrus	ProLo	ProLoTransition	mix1	Estrogen	0	None									HMBestrous_staging	BCM_Taub	reproductive system	mucus	vagina	C57/Bl196	adult	Mus musculus	3	III
HMBd0m14	BCM	8/6/21	2021Aug	HMB	BCM_HMB	6344.857143	weeks	d	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		HMB14a	diestrus	ProgHi	ProLoTransition	mix2	none	0	None									HMBestrous_staging	BCM_Taub	reproductive system	mucus	vagina	C57/Bl195	adult	Mus musculus	1	I
HMBd0m15	BCM	8/6/21	2021Aug	HMB	BCM_HMB	6344.857143	weeks	d	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		HMB15a	diestrus	ProgHi	ProLoTransition	mix2	none	0	None									HMBestrous_staging	BCM_Taub	reproductive system	mucus	vagina	C57/Bl194	adult	Mus musculus	1	I
HMBd0m16	BCM	8/6/21	2021Aug	HMB	BCM_HMB	6344.857143	weeks	d	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		HMB16a	proestrus	ProLo	ProLoTransition	mix1	Estrogen	0	None									HMBestrous_staging	BCM_Taub	reproductive system	mucus	vagina	C57/Bl193	adult	Mus musculus	3	III
HMBd0m17	BCM	8/6/21	2021Aug	HMB	BCM_HMB	6344.857143	weeks	d	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		HMB17a	proestrus	ProLo	ProLoTransition	mix1	Estrogen	0	None									HMBestrous_staging	BCM_Taub	reproductive system	mucus	vagina	C57/Bl192	adult	Mus musculus	3	III
HMBd0m18	BCM	8/6/21	2021Aug	HMB	BCM_HMB	6344.857143	weeks	d	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		HMB18a	proestrus	ProLo	ProLoTransition	mix1	Estrogen	0	None									HMBestrous_staging	BCM_Taub	reproductive system	mucus	vagina	C57/Bl191	adult	Mus musculus	3	III
HMBd0m19	BCM	8/6/21	2021Aug	HMB	BCM_HMB	6344.857143	weeks	d	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		HMB19a	diestrus	ProgHi	ProLoTransition	mix2	none	0	None									HMBestrous_staging	BCM_Taub	reproductive system	mucus	vagina	C57/Bl190	adult	Mus musculus	3	III
HMBd0m20	BCM	8/6/21	2021Aug	HMB	BCM_HMB	6344.857143	weeks	d	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		HMB20a	metestrus	ProgHi	ProgHiTransition	mix1	none	0	None									HMBestrous_staging	BCM_Taub	reproductive system	mucus	vagina	C57/Bl189	adult	Mus musculus	3	III
HMBd0m21	BCM	8/6/21	2021Aug	HMB	BCM_HMB	6344.857143	weeks	d	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		HMB21a	proestrus	ProLo	ProLoTransition	mix1	Estrogen	0	None									HMBestrous_staging	BCM_Taub	reproductive system	mucus	vagina	C57/Bl188	adult	Mus musculus	2	II
HMBd1m04	BCM	8/6/21	2021Aug	HMB	BCM_HMB	6344.857143	weeks	d	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		HMB04a	proestrus	ProLo	ProLoTransition	mix1	Estrogen	1	None									HMBestrous_staging	BCM_Taub	reproductive system	mucus	vagina	C57/Bl187	adult	Mus musculus	3	III
HMBd1m10	BCM	8/6/21	2021Aug	HMB	BCM_HMB	6344.857143	weeks	d	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		HMB10a	estrus	ProLo	ProgHiTransition	mix2	none	1	None									HMBestrous_staging	BCM_Taub	reproductive system	mucus	vagina	C57/Bl186	adult	Mus musculus	5	V
HMBd1m13	BCM	8/6/21	2021Aug	HMB	BCM_HMB	6344.857143	weeks	d	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		HMB13a	estrus	ProLo	ProgHiTransition	mix2	none	1	None									HMBestrous_staging	BCM_Taub	reproductive system	mucus	vagina	C57/Bl185	adult	Mus musculus	3	III
HMBd1m17	BCM	8/6/21	2021Aug	HMB	BCM_HMB	6344.857143	weeks	d	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		HMB17a	proestrus	ProLo	ProLoTransition	mix1	Estrogen	1	None									HMBestrous_staging	BCM_Taub	reproductive system	mucus	vagina	C57/Bl184	adult	Mus musculus	3	III
HMBd1m21	BCM	8/6/21	2021Aug	HMB	BCM_HMB	6344.857143	weeks	d	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		HMB21a	diestrus	ProgHi	ProLoTransition	mix2	none	1	None									HMBestrous_staging	BCM_Taub	reproductive system	mucus	vagina	C57/Bl183	adult	Mus musculus	2	II
HMBd2m04	BCM	8/6/21	2021Aug	HMB	BCM_HMB	6344.857143	weeks	d	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		HMB04a	estrus	ProLo	ProgHiTransition	mix2	none	2	None									HMBestrous_staging	BCM_Taub	reproductive system	mucus	vagina	C57/Bl182	adult	Mus musculus	3	III
HMBd2m10	BCM	8/6/21	2021Aug	HMB	BCM_HMB	6344.857143	weeks	d	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		HMB10a	metestrus	ProgHi	ProgHiTransition	mix1	none	2	None									HMBestrous_staging	BCM_Taub	reproductive system	mucus	vagina	C57/Bl181	adult	Mus musculus	3	III
HMBd2m13	BCM	8/6/21	2021Aug	HMB	BCM_HMB	6344.857143	weeks	d	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract		HMB13a	diestrus	ProgHi	ProLoTransition	mix2	none	2	None									HMBestrous_staging	BCM_Taub	reproductive system	mucus	vagina	C57/Bl180	adult	Mus musculus	3	III
